,Clave,Descripción,Existencia,Unidad
2595,EQ-BAND-LO,Banderola de Señalización Naranja,0.0,PIEZA
2596,EQ-BAREXP,Barrera Expandible de 34cm a 2.5m,0.0,PIEZA
2597,EQ-BAST,Bastón Luminoso 54cm,1.0,PIEZA
2598,EQ-CHA-MNA,Chaleco de Seguridad en Malla Naranja,6.0,PIEZA
2599,EQ-CHAMA,Chaleco de Seguridad Amarillo,14.0,PIEZA
2600,EQ-CHNAR,Chaleco de Seguridad Naranja,8.0,PIEZA
2601,EQ-CIN-PELI,Cinta de Peligro 7.5X300 Mts.,9.0,PIEZA
2602,EQ-CON45,Cono de Precaución en PVC Flexible 45cm,2.0,PIEZA
2603,EQ-CON70,Cono de Precaución en PVC Flexible 70cm,1.0,PIEZA
2604,EQ-CONRET,Cono Retráctil de Precaución,1.0,PIEZA
2605,EQ-GOR-AMA,Gorra de Seguridad Amarilla Unitalla,5.0,PIEZA
2606,EQ-GOR-NAR,Gorra de Seguridad Naranja Unitalla,11.0,PIEZA
2607,EQ-LAMP,"Lámpara de Destellos 7"" Amarilla",0.0,PIEZA
2608,EQ-LAMS,"Lámpara de Destellos 7"" Solar",1.0,PIEZA
2609,EQ-LETRE,"Letrero de/Señalización ""Piso Mojado""",0.0,PIEZA
2610,EQ-MALL10,Malla de Seguridad Polietileno 10mx1m,0.0,PIEZA
2611,EQ-SIL,Silicon en Aerosol 225gr,4.0,PIEZA
2612,EQ-SOM-AMA,Sombrero Amarillo de Seguridad,3.0,PIEZA
2613,EQ-SOM-NAR,Sombrero Naranja de Seguridad,10.0,PIEZA
2614,EQ-TRI,Triángulo de Seguridad Plegable 46.5cm,0.0,PIEZA
2615,ES06,"Escuadra de Acero c/Mango Aluminio 6""",0.0,PIEZA
2616,ES10,"Escuadra de Acero c/Mango Aluminio 10""",2.0,PIEZA
2617,ES12,"Escuadra de Acero c/Mango Aluminio 12""",1.0,PIEZA
2618,ES2416,"Escuadra de Acero 24"" x 16""",0.0,PIEZA
2619,ES750,Soporte para Motores 750Lbs,0.0,PIEZA
2620,F50/9040,Engrapadora y Clavadora Neumática,2.0,PIEZA
2621,FI3016,Flexómetro Industrial 3mx16mm,0.0,PIEZA
2622,FI8025,Flexometro Industrial 8mX25mm,2.0,PIEZA
2623,FS5019,Flexometro Tradicional 5m x 19mm,0.0,PIEZA
2624,FS8025,Flexometro de 8mx25mm Tradicional,1.0,PIEZA
2625,GC3,Garrucha de Cadena 3Ton Cadena 3m,0.0,PIEZA
2626,GUA-A9,Guantes d/Algodón c/Puntos de PVC #9,0.0,PAR
2627,GUA-AA10,Guante Seg. Jersey c/Recubrimiento #10,0.0,PIEZA
2628,GUA-AA9,Guante Seg. Jersey c/Recubrimiento #9,3.0,PIEZA
2629,GUA-AF9,Guante Tejido con Puntos de PVC #9,8.0,PAR
2630,GUA-ALG,Guantes Tejidos de Algodon Color Natural,3.0,PAR
2631,GUA-CAR,Guante d/Carnaza c/Loneta Rayada,5.0,PAR
2632,GUA-CAR11,"Guante de Carnaza p/Soldar 11""",0.0,PAR
2633,GUA-ELER,Guante Blanco de Res para Electricista,6.0,PIEZA
2634,GUA-NM9,Guante Negro Poliester c/Nitrilo Morado,3.0,PAR
2635,GUA-NN8,Guante Negro Nylón c/ Nitrilo #8,8.0,PAR
2636,GUA-NN9,Guante Negro Nylón c/ Nitrilo #9,0.0,PAR
2637,GUA-NPU8,"Guante Negro, Nylon Palma de Poliure #8",4.0,PAR
2638,GUA-NPU9,"Guante Negro, Nylon Palma de Poliure #9",7.0,PAR
2639,GUA-PU,Guante Negro de Poliuretano con Resorte,3.0,PAR
2640,HVS00100,Lijadora de Banda Oscilante 3HP 220V,0.0,PIEZA
2641,HVS0080,Lijadora de Banda Horizontal y Vertical,0.0,PIEZA
2642,JS3,Torres Mecánicas de 3Ton,0.0,PAR
2643,KWP13,"Cuchillas para Cepillo 13"" 2pzas",1.0,JGO
2644,LBD69,"Lijadora de Banda y Disco 6"" x 9""",0.0,PIEZA
2645,LEN-13OBS,Lentes de Seguridad Tradicional Obscuro,3.0,PIEZA
2646,LEN-5CL,Lentes de Seguridad Sport Amarillos,0.0,PIEZA
2647,LEN-7CL,Lentes de Seguridad Clásico Claro,10.0,PIEZA
2648,LEN-8CL,Lentes de Seguridad Aerodinámico Claro,0.0,PIEZA
2649,LEN-8OBS,Lentes de Seguridad Obscuros Aerodinám.,8.0,PIEZA
2650,LEN-9CL,Lente de Seguridad Anti Rayado Protecc.,3.0,PIEZA
2651,LEN-9OBS,Lentes de Seguridad Obscuros Protecc. UV,13.0,PIEZA
2652,LEN-GOG,Lentes tipo Goggle de Seguridad,5.0,PIEZA
2653,LLCR-P6,"Llave Ajustable Pavonada 6""",0.0,PIEZA
2654,M4TO,Malacate 4Ton,1.0,PIEZA
2655,MB1003,"Mezcladora de Baño ""Colibri""",2.0,JGO
2656,MB1006,"Mezcladora de Baño ""Buho""",3.0,PIEZA
2657,MB1007,"Mezcladora de Baño "" Scarlet""",1.0,PIEZA
2658,MB1008,"Mezcladora de Baño ""Parrot""",4.0,PIEZA
2659,MB1101,"Mezcladora de Baño Bar ""Paloma""",2.0,PIEZA
2660,MB1102,"Mezcladora de Baño Bar ""Luzón""",3.0,PIEZA
2661,MB1104,"Mezcladora de Baño Bar ""Vulture""",2.0,JGO
2662,MB1105,"Mezcladora de Baño Bar ""Penélope""",2.0,PIEZA
2663,MB1106,"Mezcladora de Baño Bar ""Turkey""",2.0,JGO
2664,MB1107,"Mezcladora de Baño Bar ""Amazona""",2.0,JGO
2665,MB1120,"Mezcladora de Baño Bar ""Crax Bar""",5.0,PIEZA
2666,MB1121,"Mezcladora de Baño Bar ""Falco Bar""",2.0,JGO
2667,MB1320,Mezcladora de Baño Quetzal Monomando,2.0,PIEZA
2668,MC1100,Torno p/Madera 1100mm 1HP,0.0,PIEZA
2669,MC1201,"Mezcladora de Cocina ""Cisne""",2.0,PIEZA
2670,MC1202,"Mezcladora de Cocina ""Garza""",2.0,PIEZA
2671,MC1205,"Llave Mezcladora de Cocina ""Tundra""",2.0,PIEZA
2672,MC1206,"Llave Mezcladora de Cocina ""Tucán""",2.0,PIEZA
2673,MC1210,"Mezcladora de cocina ""Milán""",2.0,PIEZA
2674,MC1211,"Mezcladora de Cocina ""Silver""",3.0,PIEZA
2675,MC1220,"Llave Mezcladora de Cocina ""Crax""",2.0,PIEZA
2676,MC1221,"Mezcladora de Cocina ""Falcon""",4.0,JGO
2677,MC1222,"Mezcladora Monoblock de Cocina ""Halcón""",1.0,PIEZA
2678,MC1223,"Mezcladora Monoblock Cocina ""Águila""",3.0,PIEZA
2679,MC1520,Mezcladora d/Cocina Monomando California,2.0,PIEZA
2680,MC1521,"Mezcladora de Cocina ""Newyorquina""",1.0,PIEZA
2681,MCROM,Mezcladora de Cocina Cromada,0.0,PIEZA
2682,MPIN-REDO-C,"Mini Pinza Punta Redonda Confort 5""",0.0,PIEZA
2683,MULT-11,Multiherramientas 11 en 1,0.0,PIEZA
2684,NAV-M1,Navaja Multiherramientas de Acero Inox,1.0,PIEZA
2685,NIP1/4-20,"Niple de 1/4"" 20pzas",0.0,JGO
2686,NIP1/4-RH,"Niple Rápido Hembra 1/4"" 2pzas",0.0,PIEZA
2687,NIP1/4-RM,"Niple Rápido Macho 1/4"" 2pzas",0.0,PIEZA
2688,NIP1/4-RM-20,"Niple Rápido Macho 1/4"" 20pzas",0.0,PIEZA
2689,NIP3/8-RH,"Niple Rápido Hembra 3/8"" 2pzas",0.0,PIEZA
2690,NIP3/8-RM,"Niple Rápido Macho 3/8"" 2pzas",0.0,PIEZA
2691,PG15R,"Manómetro 1/8"", Caratula de 1-1/2""",0.0,PIEZA
2692,PG15S,"Manómetro para Líneas de Aire 1/8""",0.0,PIEZA
2693,PG20R,"Manómetro 1/4"", Caratula 2""",0.0,PIEZA
2694,PG20S,"Manómetro 1/4"", Caratula 2""",0.0,PIEZA
2695,POLIP-P11/2,"Tecle de Cadena 1.5Ton, Cadena 1.5m",0.0,PIEZA
2696,POLIP-P3,"Tecle de Cadena 3Ton, Cadena 1.5m",0.0,PIEZA
2697,POLIP-P3/4,"Tecle de Cadena 3/4Ton, Cadena 1.5m",1.0,PIEZA
2698,PRENSA-2.5,"Prensa para Taladro de 2.5""",2.0,PIEZA
2699,PRENSA-3,"Prensa para Taladro de 3""",3.0,PIEZA
2700,PRENSA-4,"Prensa para Taladro de 4""",3.0,PIEZA
2701,PRENSA-6,"Prensa para Taladro de 6""",2.0,PIEZA
2702,PS-07,Cabezal para Compresor 3/4 HP,1.0,PIEZA
2703,PS-10,Cabezal para Compresor 1 HP,1.0,PIEZA
2704,PS-20,Cabezal para Compresor de 2HP,0.0,PIEZA
2705,PS-30,Cabezal para Compresor de 3 HP,1.0,PIEZA
2706,PS-30A,Cabezal para Compresor 3HP de Aluminio,0.0,PIEZA
2707,PS-50,Cabezal para Compresor 5HP 3x65mm,0.0,PIEZA
2708,PS-50T,Cabezal para Compresor 5HP 1 x 105mm,0.0,PIEZA
2709,PS10-1H,Automático de Presión Tipo Furnas,1.0,JGO
2710,PS10-4H,Automático de Presión con Manifold,3.0,PIEZA
2711,PS10-L4H,Automático de Presión tipo Italiano,3.0,PIEZA
2712,PV38,"Manguera de 20 Mts de PVC 3/8""",1.0,PIEZA
2713,PW20G,Tina para Lavar Partes 20Gal.,0.0,PIEZA
2714,QC5SB,"Conectores Rápidos Niquelados 1/4""",2.0,JGO
2715,R-HVS0080-B050,Lija de Banda X86-050 152mmx2m,0.0,PIEZA
2716,R-HVS0080-B100,Lija de Banda X86-100 152mmx2m,0.0,PIEZA
2717,R-MSH16-1/2,"Broca para Escoplo Horizontal 1/2""",2.0,PIEZA
2718,R-MSH16-3/8,"Broca para Escoplo Horizontal 3/8""",0.0,PIEZA
2719,R-OXIDOALUM-60CH,Oxido de Aluminio Grado 60 Bulto 25Kg,1.0,PIEZA
2720,R-SB10GA-28,Boquillas Blancas 4pz Sand Blaster 10Gal,2.0,JGO
2721,R-W340-CB3/8,"Broca para Escoplo Vertical 3/8""",0.0,PIEZA
2722,R-W340-CB5/16,"Broca para Escoplo Vertical 5/16""",6.0,PIEZA
2723,R-W340-CB5/8,"Broca para Escoplo Vertical 5/8""",0.0,PIEZA
2724,R-WL1000-12,Banda en V 0-480 para WL1000,1.0,PIEZA
2725,RE-04,Regadera Eléctrica con Extensión,0.0,JGO
2726,RE-TELEF,Regadera de Teléfono,1.0,PIEZA
2727,RESP-1F,Mascarilla Respiradora de Protección 1F,15.0,PIEZA
2728,RESP-2F,Mascarilla Reutilizable de Protección 2F,13.0,PIEZA
2729,RMBS412-1/2,"Repuesto Sierra Cinta 1/2"" p/MBS412",2.0,PIEZA
2730,S1020,Pistola para Pintar de Baja Presión,2.0,PIEZA
2731,S1050,Pistola de Pintura Baja Presión HVLP,0.0,PIEZA
2732,S1080,Olla p/Pintura 9Lt c/Manguera y Pistola,1.0,JGO
2733,SARG12,"Sargento Rápido de 12""",22.0,PIEZA
2734,SARG18,"Sargento Rápido de 18""",6.0,PIEZA
2735,SARG6,"Sargento Rápido de 6""",17.0,PIEZA
2736,SB10GA,Equipo para Sand Blaster de 10Gal,0.0,JGO
2737,SBC,Cabina para SandBlaster Vertical,0.0,PIEZA
2738,SC3HD,Pluma Hidráulica 3Ton,0.0,PIEZA
2739,SI12-DS,"Sierra Ingleteadora 12""",0.0,PIEZA
2740,SP12,Prensa Hidráulica 12Ton,0.0,PIEZA
2741,SP30,Prensa Hidráulica 30Ton,0.0,PIEZA
2742,SUJ2000,Sujetador con Matraca 2000 Kg,1.0,PIEZA
2743,SUJ250,"Sujetador con Matraca 250Kg 1"" x 5m",5.0,PIEZA
2744,SUJ750,Sujetador con Matraca 750 Kg,3.0,PIEZA
2745,SV2003,"Válvula de Seguridad 3/8""",2.0,PIEZA
2746,SV2004,"Válvula de Seguridad 1/2""",9.0,PIEZA
2747,SW1402,"Sierra Cinta 14"" 110V 3/4HP",0.0,PIEZA
2748,T2020/R,Martillo Neumático de 190mm c/4 Puntas,3.0,PIEZA
2749,T6036-6,Engrasadora Neumática y Manual c/Acc,0.0,JGO
2750,TER-P,Termómetro Ambiental de Plástico,1.0,PIEZA
2751,TG9,Medidor de Presión p/Llanta de Camión,3.0,PIEZA
2752,THOJ-10,"Tijera para Hojalata 10""",0.0,PIEZA
2753,THOJ-14,"Tijera para Hojalata 14""",0.0,PIEZA
2754,THOJ-8,"Tijera para Hojalata 8""",2.0,PIEZA
2755,TIJ-A8,"Tijeras Usos Multiples 8""",0.0,PIEZA
2756,TIJ-AC512,"Tijeras para Costura y Uso Gral 5-1/2""",0.0,PIEZA
2757,TIJ-MCG8,"Tijeras 8"" para Costura, Ojo Grande",0.0,PIEZA
2758,TIJ-MM312,"Tijeras para Manicura 3-1/2""",0.0,PIEZA
2759,TIJ-MP7,"Tijeras 7"" para Peluquero",0.0,PIEZA
2760,TIJ-TE512,"Tijeras para Estilista de 5-1/2""",6.0,PIEZA
2761,TPOD-7R,"Tijera Podadora 7"" Rojo",2.0,PIEZA
2762,TPOD-8R,"Tijera Podadora 8"" Rojo",0.0,PIEZA
2763,TROLLEY-1,Trole para Viga 1Ton,0.0,PIEZA
2764,TROLLEY-2,Trole para Viga 2Ton,0.0,JGO
2765,TROLLEY-3,Trole para Viga 3Ton,0.0,PIEZA
2766,TT38,"Candado Dorado 38mm, Llave de Cruz",0.0,PIEZA
2767,TT50,"Candado Dorado 50mm, Llave de Cruz",0.0,PIEZA
2768,VENT1,Ventosa para Vidrio Sencilla,15.0,PIEZA
2769,VENT2,Ventosa Doble para Vidrio,11.0,PIEZA
2770,WJ6,"Canteadora de 6"" 1HP",0.0,PIEZA
2771,WJ6-B,"Canteadora de Banco 6"" 1.5Hp",0.0,PIEZA
2772,WJ8,"Canteadora de 8"", 2HP",0.0,PIEZA
2773,WL1000,Torno de Banco de 1000mm de 1/2HP,0.0,PIEZA
2774,WP15,"Cepillo de 15"" 3HP",0.0,PIEZA
2775,WS75,"Trompo con Flecha de 1/2"" y 3/4""",0.0,PIEZA
2778,ATI508K,Pinza para Conectores Eléctricos,1.0,PIEZA
2779,ATI508K-4,Almohadillas de Reemplazo para ATI508K,2.0,PIEZA
2780,BPMASTER-SET,Juego Maestro con Más de 300pzas,0.0,JGO
2781,ECPRB042,Lámpara Led Recargable Magnética 400lm,0.0,PIEZA
2782,ECPRB042G,Lámpara Led Recargable Magnética 400lm,0.0,PIEZA
2783,ECPRB042O,Lámpara Led Recargable Magnética 400lm,0.0,PIEZA
2784,EEBC500B,Cargador de Baterías Plus LiFeP04,1.0,PIEZA
2785,EECS150,Probador de Baterías 12V,0.0,PIEZA
2786,EECT900,Probador de Circuitos,0.0,PIEZA
2787,EEDM503D,Multímetro Básico,0.0,PIEZA
2788,EEDM504F,Multímetro Digital Básico,1.0,JGO
2789,EELD100A,Maquina de Humo p/Detectar Fugas,0.0,PIEZA
2790,EEPV503,Medidor de Compresión de Motos,0.0,JGO
2791,EESC332V12II,Scanner Multimarcas Ethos Edge,0.0,PIEZA
2792,EESCMX320,Scanner SOLUS Edge MX,0.0,PIEZA
2793,EESCMX335AP,Scanner Multimarcas Apollo-D9,0.0,PIEZA
2794,EESM604,NEXIQ Blue-Link Bluetooth,3.0,PIEZA
2795,EETH300,Cámara Termográfica,0.0,PIEZA
2796,EETH311,Cámara Termográfica Básica,0.0,PIEZA
2797,EPC160,Pinzas de Corte,0.0,PIEZA
2798,F12LB,"Maneral Articulado 3/8"" x 11-9/16""",0.0,PIEZA
2799,FJ300,Gato Hidráulico de Patín 3Ton Rojo,0.0,PIEZA
2800,JCW62BL100,Cama para Mecánico Edición 100TH,0.0,PIEZA
2801,SN18B,"Maneral Articulado 1/2""x18""",0.0,PIEZA
2802,SSX20P153,Carros Escala 1:64 Lucha vs Cancer,1.0,JGO
2803,SVTS263A,Probador de Sistema de Enfriamiento Neum,2.0,JGO
2804,SVTS272A,Probador de sistema de Enfriamiento,1.0,JGO
2805,TEMP200,Termómetro Digital Dual,1.0,PIEZA
2806,TORQUE-SET,Torquímetro y Calibrador de Inyectores,0.0,JGO
2809,3465K,Spotter para Carroceria en Kit,0.0,JGO
2810,7638,Martillo de Inercia Corto 313mm,0.0,PIEZA
2811,7676,Arandelas Triangulares 20pzas,3.0,JGO
2812,7902,Punteadora Manual 2.5KVA,0.0,PIEZA
2815,TKD01,Equipo de Diagnóstico THINKDIAG FULL,0.0,PIEZA
2816,TKT02,Scanner THINKTOOL Platinum S6,0.0,PIEZA
2817,TKT03,Scanner THINKTOOL Platinum S8,1.0,PIEZA
2818,TKT05,Scanner THINKTOOL Platinum S10,0.0,PIEZA
2819,TKTHD,Scanner THINKTOOL Platinum HD,0.0,JGO
2822,FU0231,Cautín tipo Pistola 100W,0.0,PIEZA
2823,PF0174,Candado Maletero de Combinación 35mm,0.0,PIEZA
2824,TC0240,Desarmadores para Electrónica 7pzas,0.0,JGO
2825,TC0448,Kit de Brocas HSS 13pzas,0.0,JGO
2826,TC0847,Malacate de Manivela (Winch) 544Kg,0.0,PIEZA
2827,TC0848,Malacate de Manivela (Winch) 907Kg,0.0,PIEZA
2828,TC1061,bomba Extractora de Líquidos tipo Reloj,7.0,PIEZA
2829,TC1440,Aceitera con Tubo Flexible 180ml,0.0,PIEZA
2830,TC1441,Aceitera con Tubo Flexible 300ml,2.0,PIEZA
2831,TC1442,Aceitera con Tubo Flexible 500ml,1.0,PIEZA
2832,TC1808,Máscara Respirador 1 Filtro,32.0,PIEZA
2833,TC1809,Máscara Respirador de 2 Filtros,0.0,PIEZA
2834,TC1811,Cartucho para Vapor Orgánico,102.0,PIEZA
2835,TC1812,Cartucho para Pintura en Spray,21.0,PIEZA
2836,TC1837,Mini Pistola de Gravedad 0.5mm,0.0,PIEZA
2837,TC1840,Pistola de Pintura Profesional HVLP,0.0,PIEZA
2838,TC2033,Pistola Sopleteadora Compacta 120PSI,16.0,PIEZA
2839,TC2538,"Tornillo de Banco Industrial 8""",0.0,PIEZA
2840,TC2666,Bomba de Agua Periférica 1/2HP,0.0,PIEZA
2841,TC2753,"Rebajadora Router 1/2"" 1500W",0.0,PIEZA
2842,TC2870,Juego de Machuelos con Tarraja 24pzas,0.0,JGO
2843,TC3139,"Taladro de Banco 8"" 250W",0.0,PIEZA
2844,TC3359,Torres para Automóvil 3Ton,35.0,PAR
2845,TC3360,Torres para Automóvil 6Ton,0.0,PAR
2846,TC3364,"Torquímetro de Aguja 1/2""",0.0,PIEZA
2847,TC3367,Calibrador de Bujías 26 Lainas,3.0,PIEZA
2848,TC3369,Calibrador de Bujías 22 Lainas,5.0,PIEZA
2849,TC3424,"Atornillador Inalámbrico 1/4"" 4.8V",0.0,PIEZA
2850,TC4054,"Llave de Cruz Plegable 14""",0.0,PIEZA
2851,TC4145,"Pinza de Presión Punta Larga 6""",1.0,PIEZA
2852,TC4175,Pistola para Limpieza de Motores 100PSI,14.0,PIEZA
2853,TC4184,Aspiradora 4HP 6Gal 900W,0.0,PIEZA
2854,TC4290,Pistola para Limpieza de Máquinas,13.0,PIEZA
2855,TC4292,"Inflador Cabeza Doble de Latón 1/4""",0.0,PIEZA
2856,TC4486,Multitool con Accesorios 300W,0.0,PIEZA
2857,TC4503,"Matraca p/Triple Cuadro 1/4"", 3/8"", 1/2""",0.0,PIEZA
2858,TC4636K,Kit para Carpintero Profesional,0.0,JGO
2859,TC5299,"Prensa de Resorte 2""",5.0,PIEZA
2860,TC5300,"Prensa de Resorte 3""",13.0,PIEZA
2861,TC5355,Engrapadora Neumática Cal18,2.0,PIEZA
2862,TC5356,Clavadora Neumática Cal18,0.0,PIEZA
2863,TC5448,"Mototool 1/8"" 650W con 40 Accesorios",0.0,PIEZA
2864,TC5451,Lona Gris de Uso Rudo 2x3m,0.0,PIEZA
2865,WF0579,Juego de Exactos Hobby 17pzas,1.0,JGO
2866,WF0608,Juego de Limas para Joyero 12pzas,0.0,JGO
2867,WF1664,Maquina Cortapelo Kit Familiar,0.0,JGO
2868,WF1665,Maquina Cortapelo Gama Kit,0.0,JGO
2869,WF1681,Cautín tipo Lápiz con Accesorios,0.0,PIEZA
2870,WF6454,Mazo de Hule 24oz,0.0,PIEZA
2871,WF9651,"Atornillador Inalámbrico 1/4"" 4.8V",13.0,PIEZA
2872,WF9710,Bomba de Agua Periférica 1/2HP,0.0,PIEZA
2873,YD0002,"Mezcladora para Lavabo 4"" Cuello Recto",5.0,PIEZA
2874,YD0164,Asiento para WC Económico Hueso Abierto,0.0,PIEZA
2875,YD0165,Asiento para WC Económico Blanco,6.0,PIEZA
2876,YE0002,"Mezcladora ABS para Lavabo 4"" Curvo",8.0,PIEZA
2879,10239/615,Tabla para Cortar de Madera Teca,0.0,JGO
2880,20199/007,Juego de Sartenes de Aluminio Negro 3pza,0.0,JGO
2881,20199/707,Juego de Sartenes de Aluminio Rojo 3pzas,1.0,JGO
2882,20298/271,Juego de Sartenes Turim Azul 3pzas,13.0,JGO
2883,20298/971,Juego de Sartenes Turim Rojo 3pzas,15.0,JGO
2884,20392/024,"Comal Bifera ""Loreto"" Grafito 26cm",2.0,PIEZA
2885,20589/624,Olla de Presión Vancouver 6L Grafito,0.0,PIEZA
2886,20589/724,Olla de Presión Vancouver 6L Rojo,9.0,PIEZA
2887,23498/917,Juego de Cuchillos PLENUS 8pzas,0.0,JGO
2888,23799/071,Juego de Cubiertos Búzios 24pzas,5.0,JGO
2889,23899/060,Juego de Cuchillos Ultracorte 6pzas,3.0,PIEZA
2890,26367/102,Navaja con 14 Funciones,3.0,PIEZA
2891,26500/003,Asador Grill a Carbón con Tapa TCP-320L,0.0,PIEZA
2892,26500/006,Asador Grill a Carbón con Tapa TCP 400,2.0,PIEZA
2893,32200/308,Batería de Cocina Genova Rojo 15pzas,1.0,JGO
2894,41071/110,"Pinza de Presión Curva 10""",3.0,PIEZA
2895,41074/110,"Pinza de Presión Recta 10""",10.0,PIEZA
2896,43800/005,Caja para Herramienta 5 Cajones,36.0,PIEZA
2897,43805/017,"Maletín Organizador Plástico 17""",2.0,PIEZA
2898,44019/110,"Pinza de Presión Hojalatera 10""",9.0,PIEZA
2899,44641/103,"Llave con Matraca 9/16""x5/8"", 11/16""x3/4",0.0,PIEZA
2900,44652/210,Llaves Combinadas con Matraca MM 10pzas,4.0,JGO
2901,44837/115,"Maneral Articulado 1/2""x15""",4.0,PIEZA
2902,44841/102,"Matraca Telescópica Articulada 1/2""",1.0,PIEZA
2903,44889/203,"Dados 1/2"" para Rines de Aluminio 3pzas",34.0,JGO
2904,44952/009,Juego de Tases y Martillos 9pzas,4.0,JGO
2905,62376/247,Sartén Ventura Acero Inoxidable 24cm,2.0,PIEZA
2906,65400/053,Batería de Cocina Brava Acero Inox 3pzas,1.0,PIEZA
2907,65650/324,Batería de Cocina Allegra Acero Inox 4pz,0.0,JGO
2908,77416/424,Pala de Punta Mango de Madera 71cm,77.0,PIEZA
2909,77562/503,Cavadora Articulada Mango Madera 120cm,1.0,PIEZA
2910,78102/801,Kit para Jardín 3pzas,47.0,JGO
2911,80106/649,Batería de Cocina Gourmet Rojo 11pzas,0.0,JGO
2912,80117/005,Batería Primaware Acero Inoxidable 9pzas,9.0,JGO
2913,80119/545,Batería Primaware Negro 18pzas,0.0,PIEZA
2914,80119/567,Batería Primaware Rojo 18pzas,0.0,PIEZA
2915,80139/521,Juego de Sartenes Every Day Rojo 3pzas,0.0,JGO
2916,80149/565,Juego de Sartenes y Plancha 3pzas,1.0,JGO
2917,81200/508,Basurero Acero Inox Rectangular 12L,0.0,PIEZA
2918,93881/615,Tarja Acero Inoxidable 116x50cm,4.0,PIEZA
2919,93943/535,Tarja Acero Inox 100x50cm Izq,2.0,PIEZA
2920,93944/535,Tarja Acero Inox 100x50cm Der,2.0,PIEZA
2921,94538/105,Basurero Acero Inoxidable c/Pedal 5L,0.0,PIEZA
2922,94538/112,Basurero Acero Inoxidable c/Pedal 12L,3.0,PIEZA
2923,94538/130,Basurero Acero Inoxidable c/Pedal 30L,3.0,PIEZA
2924,94538/720,Basurero con Pedal New Acero Inox 20L,0.0,PIEZA
2925,94539/201,Basurero Acero Inoxidable Azul 40L,0.0,PIEZA
2926,94539/205,Basurero Acero Inoxidable Verde 40L,0.0,PIEZA
2929,MAG60A,Cargador y Arrancador de Baterías 60Amp,5.0,PIEZA
2932,C-220-10T,Cables Pasacorriente Cal10 2.2m,1.0,PIEZA
2933,C-240-10T,Cables Pasa Corriente 10AWG 2.4m,0.0,PIEZA
2934,C-240-8T,Cables Pasa Corriente 8AWG 2.4m,2.0,PIEZA
2935,CEC-02,Estante y Caja para Herramientas Combo,0.0,JGO
2936,GT-32,Gato de Botella 32Ton,0.0,PIEZA
2937,GTE-16,Gato de Botella con Tornillo 16Ton,0.0,PIEZA
2938,GTE-2,Gato Hidráulico de Botella 2Ton,1.0,PIEZA
2939,GTE-20,Gato Hidráulico de Botella 20Ton,0.0,PIEZA
2940,GTE-8,Gato Hidráulico de Botella 8Ton,0.0,PIEZA
2943,TDB005,Lector de Pin Code para Nissan,1.0,PIEZA
2946,TP-3900,Tinte para Detección de Fugas de A/C,5.0,PIEZA
2947,TP-LF021,Detector de Fugas de A/C y Fluidos,1.0,JGO
2948,TP-LF60CS,Adaptador para R-1234yf,0.0,PIEZA
2951,35073,"Pistola de Impacto 1/2"" 12V c/2 Dados",0.0,JGO
2954,CATA-36P,"Cama de Plástico para Mecánico 36""",1.0,PIEZA
2955,6L,"Cepillo para Carpintero #6, Liso",1.0,PIEZA
2956,A-31-90,Aceite Multiusos 90ml,0.0,PIEZA
2957,ACA-6X,"Arco Calador para Segueta 6""",2.0,PIEZA
2958,ALL-30,Jgo de Llaves Allen Largas Mixtas 30pzas,0.0,JGO
2959,ANCLA-9,Ancla de conexíon para Arneses 90cm,1.0,PIEZA
2960,BIMBO-30,Cinta de Amarre de 30m,4.0,PIEZA
2961,BOCH-HEM-1/4,Cabeza Infladora de Llantas Hembra 1/4,1.0,PIEZA
2962,BOM-MI,Mini Bomba de Aire p/Bicicleta 60PSI,8.0,PIEZA
2963,BOM-MI-X,Mini Bomba de Aire para Bicicleta 87PSI,3.0,PIEZA
2964,BOM-TR,"Bomba Manual para Inflar, 100PSI 23""",0.0,PIEZA
2965,BOMEX-25,Bomba Extractora de Aceite c/Manivela,1.0,PIEZA
2966,BOQ-90,Boquilla c/Encendido Electrónico p/Lata,1.0,PIEZA
2967,BOT-24J,Botas Jardineras de PVC T24,0.0,PIEZA
2968,C-1/2X12,"Cincel de Corte Frío 1/2"" x 12""",0.0,PIEZA
2969,C-1X12,"Cincel de Corte Frío 1"" x 12""",0.0,PIEZA
2970,CAL-32,Calibrador de Bujías 32 Lainas,0.0,PIEZA
2971,CALA-A2,Sierra Caladora c/LED y Láser Guía 710W,0.0,PIEZA
2972,CALCA-150,Calibrador Vernier de Carátula MM 150mm,2.0,PIEZA
2973,CALCA-6,"Calibrador Vernier de Carátula 6"" STD",0.0,PIEZA
2974,CARRO-3,"Carro de Servicio, 3 Charolas",0.0,PIEZA
2975,CAS-N,Casco de Seguridad Naranja c/Matraca,0.0,PIEZA
2976,CAS-NX,"Casco de Seguridad Naranja, Ala Ancha",0.0,PIEZA
2977,CASO-3,Careta para Soldar con Lente Abatible,0.0,PIEZA
2978,CAT-55ND,"Carretilla 5ft Angosta, Llanta Reforzada",0.0,PIEZA
2979,CAU-100D,"Cautín Industrial tipo Lápiz, 2 Temp.",0.0,PIEZA
2980,CAU-45,Cautín tipo Lápiz 45Watts,0.0,PIEZA
2981,CEA-54,"Cepillo de Alambre, 64 pinceles",1.0,PIEZA
